	model	dataset	scaler	actor_zscore	features_mode	feature_group	is_top	features_json	model_params_json	accuracy	f1	f1_macro	mcc	tp	tn	fp	fn	roc_auc	average_precision
7619	random_forest	savee	none	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""spectral_contrast_2_mean"", ""F0_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""chroma_10_mean"", ""spectral_contrast_7_mean"", ""spec_centroid_mean"", ""mfcc_11_mean"", ""chroma_1_mean"", ""mfcc_5_mean"", ""chroma_12_mean"", ""hnr"", ""mfcc_2_std"", ""chroma_8_mean"", ""spec_rolloff_mean"", ""spec_bandwidth_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.89	0.96
7624	random_forest	ravdess	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_10_std"", ""mfcc_4_mean"", ""jitter"", ""mfcc_13_std"", ""mfcc_5_std"", ""hnr"", ""mfcc_8_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.76	0.86	0.53	0.14	219.0	9.0	11.0	61.0	0.74	0.98
7629	random_forest	ravdess	robust	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_delta_13_std"", ""mfcc_2_mean"", ""spectral_contrast_6_mean"", ""hnr"", ""mfcc_delta_6_std"", ""mfcc_delta_1_std"", ""mfcc_10_std"", ""mfcc_1_std"", ""spectral_contrast_1_mean"", ""F0_std"", ""mfcc_13_std"", ""mfcc_5_std"", ""mfcc_2_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.9	0.95	0.6	0.2	265.0	5.0	15.0	15.0	0.84	0.99
7634	random_forest	ravdess	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_10_std"", ""mfcc_4_mean"", ""jitter"", ""mfcc_13_std"", ""mfcc_5_std"", ""hnr"", ""mfcc_8_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.76	0.86	0.53	0.14	219.0	9.0	11.0	61.0	0.74	0.98
7639	random_forest	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_delta_13_std"", ""mfcc_2_mean"", ""spectral_contrast_6_mean"", ""hnr"", ""mfcc_delta_6_std"", ""mfcc_delta_1_std"", ""mfcc_10_std"", ""mfcc_1_std"", ""spectral_contrast_1_mean"", ""F0_std"", ""mfcc_13_std"", ""mfcc_5_std"", ""mfcc_2_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.9	0.95	0.6	0.2	265.0	5.0	15.0	15.0	0.84	0.99
7644	random_forest	ravdess	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_10_std"", ""mfcc_4_mean"", ""jitter"", ""mfcc_13_std"", ""mfcc_5_std"", ""hnr"", ""mfcc_8_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.76	0.86	0.53	0.14	219.0	9.0	11.0	61.0	0.74	0.98
7649	random_forest	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_delta_13_std"", ""mfcc_2_mean"", ""spectral_contrast_6_mean"", ""hnr"", ""mfcc_delta_6_std"", ""mfcc_delta_1_std"", ""mfcc_10_std"", ""mfcc_1_std"", ""spectral_contrast_1_mean"", ""F0_std"", ""mfcc_13_std"", ""mfcc_5_std"", ""mfcc_2_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.9	0.95	0.6	0.2	265.0	5.0	15.0	15.0	0.84	0.99
7654	random_forest	savee	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""spectral_contrast_7_mean"", ""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_2_std"", ""chroma_10_mean"", ""chroma_1_mean"", ""hnr"", ""spec_rolloff_mean"", ""mfcc_delta_12_std"", ""mfcc_11_mean"", ""spectral_contrast_1_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.72	0.84	0.42	-0.09	87.0	0.0	30.0	3.0	0.94	0.98
7659	random_forest	savee	robust	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""spectral_contrast_7_mean"", ""chroma_10_mean"", ""spec_centroid_mean"", ""mfcc_5_mean"", ""hnr"", ""chroma_12_mean"", ""chroma_1_mean"", ""mfcc_11_mean"", ""mfcc_2_std"", ""spec_rolloff_mean"", ""chroma_8_mean"", ""mfcc_7_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.86	0.95
7664	random_forest	savee	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""spectral_contrast_7_mean"", ""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_2_std"", ""chroma_10_mean"", ""chroma_1_mean"", ""hnr"", ""spec_rolloff_mean"", ""mfcc_delta_12_std"", ""mfcc_11_mean"", ""spectral_contrast_1_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.72	0.84	0.42	-0.09	87.0	0.0	30.0	3.0	0.94	0.98
7669	random_forest	savee	standard	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""spectral_contrast_7_mean"", ""chroma_10_mean"", ""spec_centroid_mean"", ""mfcc_5_mean"", ""hnr"", ""chroma_12_mean"", ""chroma_1_mean"", ""mfcc_11_mean"", ""mfcc_2_std"", ""spec_rolloff_mean"", ""chroma_8_mean"", ""mfcc_7_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.86	0.95
7674	random_forest	savee	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""spectral_contrast_7_mean"", ""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_2_std"", ""chroma_10_mean"", ""chroma_1_mean"", ""hnr"", ""spec_rolloff_mean"", ""mfcc_delta_12_std"", ""mfcc_11_mean"", ""spectral_contrast_1_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.72	0.84	0.42	-0.09	87.0	0.0	30.0	3.0	0.94	0.98
7679	random_forest	savee	none	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""spectral_contrast_7_mean"", ""chroma_10_mean"", ""spec_centroid_mean"", ""mfcc_5_mean"", ""hnr"", ""chroma_12_mean"", ""chroma_1_mean"", ""mfcc_11_mean"", ""mfcc_2_std"", ""spec_rolloff_mean"", ""chroma_8_mean"", ""mfcc_7_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.86	0.95
7684	random_forest	ravdess	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_4_mean"", ""mfcc_10_std"", ""jitter"", ""mfcc_13_std"", ""hnr"", ""mfcc_5_std"", ""mfcc_3_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.79	0.88	0.53	0.11	231.0	7.0	13.0	49.0	0.73	0.98
7689	random_forest	ravdess	robust	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_std"", ""energy_mean"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_delta_6_std"", ""mfcc_10_std"", ""mfcc_delta_13_std"", ""spectral_contrast_6_mean"", ""hnr"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""mfcc_2_mean"", ""mfcc_delta_1_std"", ""F0_std"", ""mfcc_13_std"", ""mfcc_7_std"", ""chroma_6_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.85	0.99
7694	random_forest	ravdess	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_4_mean"", ""mfcc_10_std"", ""jitter"", ""mfcc_13_std"", ""hnr"", ""mfcc_5_std"", ""mfcc_3_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.79	0.88	0.53	0.11	231.0	7.0	13.0	49.0	0.73	0.98
7699	random_forest	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_std"", ""energy_mean"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_delta_6_std"", ""mfcc_10_std"", ""mfcc_delta_13_std"", ""spectral_contrast_6_mean"", ""hnr"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""mfcc_2_mean"", ""mfcc_delta_1_std"", ""F0_std"", ""mfcc_7_std"", ""mfcc_13_std"", ""chroma_6_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.87	0.99
7704	random_forest	ravdess	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_4_mean"", ""mfcc_10_std"", ""jitter"", ""mfcc_13_std"", ""hnr"", ""mfcc_5_std"", ""mfcc_3_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.79	0.88	0.53	0.11	231.0	7.0	13.0	49.0	0.73	0.98
7709	random_forest	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_std"", ""energy_mean"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_3_mean"", ""mfcc_delta_6_std"", ""mfcc_10_std"", ""mfcc_delta_13_std"", ""spectral_contrast_6_mean"", ""hnr"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""mfcc_2_mean"", ""mfcc_delta_1_std"", ""F0_std"", ""mfcc_13_std"", ""mfcc_7_std"", ""chroma_6_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.85	0.99
7714	random_forest	savee	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_7_mean"", ""spectral_contrast_2_mean"", ""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_2_std"", ""chroma_10_mean"", ""chroma_1_mean"", ""hnr"", ""mfcc_11_mean"", ""spec_rolloff_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_1_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.73	0.84	0.45	0.0	87.0	1.0	29.0	3.0	0.94	0.98
7719	random_forest	savee	robust	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""spectral_contrast_7_mean"", ""chroma_10_mean"", ""spec_centroid_mean"", ""mfcc_11_mean"", ""chroma_1_mean"", ""mfcc_5_mean"", ""chroma_12_mean"", ""hnr"", ""mfcc_2_std"", ""chroma_8_mean"", ""spec_rolloff_mean"", ""spec_bandwidth_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.9	0.96
7724	random_forest	savee	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_7_mean"", ""spectral_contrast_2_mean"", ""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_2_std"", ""chroma_10_mean"", ""chroma_1_mean"", ""hnr"", ""mfcc_11_mean"", ""spec_rolloff_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_1_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.73	0.84	0.45	0.0	87.0	1.0	29.0	3.0	0.94	0.98
7729	random_forest	savee	standard	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""spectral_contrast_7_mean"", ""chroma_10_mean"", ""spec_centroid_mean"", ""mfcc_11_mean"", ""chroma_1_mean"", ""mfcc_5_mean"", ""chroma_12_mean"", ""hnr"", ""mfcc_2_std"", ""chroma_8_mean"", ""spec_rolloff_mean"", ""spec_bandwidth_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.9	0.96
7734	random_forest	savee	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_7_mean"", ""spectral_contrast_2_mean"", ""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""spec_centroid_mean"", ""chroma_12_mean"", ""mfcc_2_std"", ""chroma_10_mean"", ""chroma_1_mean"", ""hnr"", ""mfcc_11_mean"", ""spec_rolloff_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_1_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.73	0.84	0.45	0.0	87.0	1.0	29.0	3.0	0.94	0.98
7739	random_forest	savee	none	False	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_1_mean"", ""chroma_11_mean"", ""zcr_mean"", ""mfcc_2_mean"", ""spectral_contrast_7_mean"", ""chroma_10_mean"", ""spec_centroid_mean"", ""mfcc_11_mean"", ""chroma_1_mean"", ""mfcc_5_mean"", ""chroma_12_mean"", ""hnr"", ""mfcc_2_std"", ""chroma_8_mean"", ""spec_rolloff_mean"", ""spec_bandwidth_mean""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.9	0.96
7744	random_forest	ravdess	robust	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_10_std"", ""mfcc_4_mean"", ""jitter"", ""mfcc_13_std"", ""mfcc_5_std"", ""hnr"", ""mfcc_8_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.76	0.86	0.53	0.14	220.0	9.0	11.0	60.0	0.74	0.98
7749	random_forest	ravdess	robust	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_std"", ""energy_mean"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_2_mean"", ""mfcc_3_mean"", ""mfcc_delta_6_std"", ""spectral_contrast_6_mean"", ""hnr"", ""mfcc_delta_13_std"", ""mfcc_10_std"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""mfcc_delta_1_std"", ""F0_std"", ""mfcc_13_std"", ""spectral_contrast_3_mean"", ""mfcc_5_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.93	0.96	0.48	-0.02	279.0	0.0	20.0	1.0	0.85	0.99
7754	random_forest	ravdess	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_10_std"", ""mfcc_4_mean"", ""jitter"", ""mfcc_13_std"", ""mfcc_5_std"", ""hnr"", ""mfcc_8_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.76	0.86	0.53	0.14	220.0	9.0	11.0	60.0	0.74	0.98
7759	random_forest	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_std"", ""energy_mean"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_2_mean"", ""mfcc_3_mean"", ""mfcc_delta_6_std"", ""spectral_contrast_6_mean"", ""hnr"", ""mfcc_delta_13_std"", ""mfcc_10_std"", ""mfcc_1_std"", ""spectral_contrast_1_mean"", ""mfcc_delta_1_std"", ""F0_std"", ""mfcc_13_std"", ""spectral_contrast_3_mean"", ""mfcc_5_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.93	0.96	0.48	-0.02	279.0	0.0	20.0	1.0	0.86	0.99
7764	random_forest	ravdess	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""energy_std"", ""F0_mean"", ""zcr_mean"", ""mfcc_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_2_mean"", ""mfcc_2_std"", ""mfcc_5_mean"", ""spectral_contrast_6_mean"", ""F0_std"", ""mfcc_6_mean"", ""mfcc_10_std"", ""mfcc_4_mean"", ""jitter"", ""mfcc_13_std"", ""mfcc_5_std"", ""hnr"", ""mfcc_8_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.76	0.86	0.53	0.14	220.0	9.0	11.0	60.0	0.74	0.98
7769	random_forest	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_1_mean"", ""energy_std"", ""energy_mean"", ""F0_mean"", ""zcr_mean"", ""mfcc_delta_5_std"", ""mfcc_2_mean"", ""mfcc_3_mean"", ""mfcc_delta_6_std"", ""spectral_contrast_6_mean"", ""hnr"", ""mfcc_delta_13_std"", ""mfcc_10_std"", ""spectral_contrast_1_mean"", ""mfcc_1_std"", ""mfcc_delta_1_std"", ""F0_std"", ""mfcc_13_std"", ""spectral_contrast_3_mean"", ""mfcc_5_std""], ""mode"": ""explicit""}"	"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.93	0.96	0.48	-0.02	279.0	0.0	20.0	1.0	0.85	0.99
7774	random_forest	savee	robust	True	explicit	all	20	"{""columns"": [""mfcc_delta2_12_std"", ""energy_mean"", ""jitter"", ""energy_std"", ""mfcc_delta2_7_std"", ""mfcc_delta2_13_std"", ""mfcc_delta_13_std"", ""spectral_contrast_2_mean"", ""mfcc_3_mean"", ""mfcc_2_mean"", ""mfcc_delta2_6_std"", ""mfcc_4_mean"", ""zcr_mean"", ""mfcc_1_mean"", ""F0_std"", ""mfcc_delta_9_mean"", ""mfcc_4_std"", ""chroma_6_mean"", ""spectral_contrast_7_mean"", ""F0_mean""], ""mode"": ""explicit""}"	"{""class_weight"": {""0"": 1, ""1"": 14}, ""max_depth"": 10, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.85	0.49	0.11	88.0	2.0	28.0	2.0	0.94	0.98
7779	random_forest	savee	robust	False	explicit	all	20	"{""columns"": [""mfcc_6_std"", ""mfcc_4_std"", ""zcr_mean"", ""F0_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_6_std"", ""chroma_1_mean"", ""spectral_contrast_5_mean"", ""chroma_12_mean"", ""mfcc_5_mean"", ""jitter"", ""mfcc_4_mean"", ""mfcc_2_mean"", ""energy_std"", ""mfcc_delta2_13_std"", ""F0_std"", ""mfcc_6_mean"", ""spec_bandwidth_mean"", ""chroma_2_mean"", ""mfcc_delta2_8_std""], ""mode"": ""explicit""}"	"{""class_weight"": {""0"": 1, ""1"": 14}, ""max_depth"": 10, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.86	0.46	0.08	89.0	1.0	29.0	1.0	0.82	0.94
7784	random_forest	savee	standard	True	explicit	all	20	"{""columns"": [""mfcc_delta2_12_std"", ""energy_mean"", ""jitter"", ""energy_std"", ""mfcc_delta2_7_std"", ""mfcc_delta2_13_std"", ""mfcc_delta_13_std"", ""spectral_contrast_2_mean"", ""mfcc_3_mean"", ""mfcc_2_mean"", ""mfcc_delta2_6_std"", ""mfcc_4_mean"", ""zcr_mean"", ""mfcc_1_mean"", ""F0_std"", ""mfcc_delta_9_mean"", ""mfcc_4_std"", ""chroma_6_mean"", ""spectral_contrast_7_mean"", ""F0_mean""], ""mode"": ""explicit""}"	"{""class_weight"": {""0"": 1, ""1"": 14}, ""max_depth"": 10, ""min_samples_leaf"": 1, ""n_estimators"": 200, ""n_jobs"": -1, ""random_state"": 42}"	0.75	0.85	0.49	0.11	88.0	2.0	28.0	2.0	0.94	0.98
